longitude,latitude,population,median_income,ocean_proximity
-118.11,34.16,1229,5.4223,INLAND
-116.76,34.23,1020,2.6071,INLAND
-122.12,37.42,1165,5.1524,NEAR BAY
-117.23,32.78,746,4.6293,NEAR OCEAN
-118.44,34.19,2278,2.6709,<1H OCEAN
-120.9,37.64,855,1.6767,INLAND
-117.27,34.05,849,3.1607,INLAND
-120.85,37.06,1796,1.5479,INLAND
-116.99,32.7,2629,4.0444,NEAR OCEAN
-121.6,39.15,940,1.5208,INLAND
-117.32,34.55,188,0.8246,INLAND
-121.47,38.49,2760,2.3233,INLAND
-118.45,34.23,4620,2.3584,<1H OCEAN
-118.08,34.12,757,4.2434,<1H OCEAN
-117.96,33.94,1407,2.6641,<1H OCEAN
-118.14,34.06,3496,3.3906,<1H OCEAN
-118.88,34.17,1701,5.1033,<1H OCEAN
-117.23,33.77,1666,2,INLAND
-117.88,33.85,2332,3.7772,<1H OCEAN
-121.3,38.03,712,3.1471,INLAND
-117.9,33.99,5325,3.443,<1H OCEAN
-117.24,32.74,667,4.0862,NEAR OCEAN
-124.18,40.78,656,2.5096,NEAR OCEAN
-118.1,33.91,1238,4.9732,<1H OCEAN
-122.06,37.77,5781,7.2634,NEAR BAY
-121.68,39.15,1292,4.3833,INLAND
-117.14,32.7,1335,1.6023,NEAR OCEAN
-117.02,32.76,543,1.0278,<1H OCEAN
-117.86,33.62,1247,10.1989,<1H OCEAN
-117.13,32.79,698,3.6458,NEAR OCEAN
-118.2,34.04,1223,2.07,<1H OCEAN
-120.57,38.2,1796,2.6417,INLAND
-118.17,33.96,2621,2.3,<1H OCEAN
-117.74,33.46,1720,4.89,<1H OCEAN
-117.18,34.54,2097,3.8194,INLAND
-118.42,34.18,449,5.7143,<1H OCEAN
-119.69,34.38,677,2.25,NEAR OCEAN
-117.27,33.03,1356,4.87,NEAR OCEAN
-118.41,34.25,1173,3.6016,<1H OCEAN
-118.66,34.02,2750,8.7364,NEAR OCEAN
-122.15,37.74,853,3.5083,NEAR BAY
-120.85,37.49,2606,1.9429,INLAND
-118.29,34.17,1882,2.9,<1H OCEAN
-122.7,38.43,1362,1.6685,<1H OCEAN
-117.76,33.86,1400,10.1316,<1H OCEAN
-122.58,38.15,682,7.5,<1H OCEAN
-118.32,34.04,2638,2.532,<1H OCEAN
-120.46,36.87,954,1.3386,INLAND
-117.92,33.7,1510,4.2708,<1H OCEAN
-121.59,39.39,1284,2.1776,INLAND
-117.94,34.02,3899,3.871,<1H OCEAN
-120.45,34.94,891,3.6422,<1H OCEAN
-117.12,32.76,1279,2.1597,NEAR OCEAN
-117.34,34,214,3.175,INLAND
-118.05,34.1,1107,4.2321,INLAND
-118.19,33.82,1914,3.5521,NEAR OCEAN
-117.38,34.06,1612,3.3571,INLAND
-121.27,37.97,550,1.1141,INLAND
-122.18,39.75,1885,1.6948,INLAND
-118.49,34.03,1456,4.5208,<1H OCEAN
-117.68,33.54,1363,7.618,<1H OCEAN
-122.92,39.05,1591,2.5457,INLAND
-120,38.92,191,3.5,INLAND
-121.2,37.79,502,2.4798,INLAND
-117.3,34.11,444,2.6771,INLAND
-118.38,33.86,1312,6.3021,<1H OCEAN
-117.01,33.75,1094,1.8015,INLAND
-118.04,33.99,1262,3.6475,<1H OCEAN
-121.25,38.69,606,4.1607,INLAND
-122.09,37.65,543,4.3897,NEAR BAY
-121.26,37.96,690,2.3056,INLAND
-117.35,33.97,2807,3.024,INLAND
-118.2,33.91,1836,2.8793,<1H OCEAN
-118.46,34.02,1225,6.0436,<1H OCEAN
-118.32,33.94,863,3.1563,<1H OCEAN
-118.25,33.8,1274,3.35,<1H OCEAN
-119.75,36.75,1290,2.5111,INLAND
-122.24,38.14,5008,3.724,NEAR BAY
-119.05,36.07,1238,1.7756,INLAND
-120.82,37.49,882,3.5547,INLAND
-121.96,37.06,650,6.3258,NEAR OCEAN
-122.13,37.45,510,7.9029,NEAR BAY
-118.05,33.82,732,5.123,<1H OCEAN
-122.03,38.25,1923,4.0905,INLAND
-121.94,37.33,797,3.6818,<1H OCEAN
-118,33.73,809,6.7395,<1H OCEAN
-118.32,33.89,695,5.1669,<1H OCEAN
-122.05,37.95,2804,2.85,NEAR BAY
-118.23,34.16,1359,5.1718,<1H OCEAN
-121.46,38.61,464,2.4205,INLAND
-117.14,32.71,1337,1.5594,NEAR OCEAN
-122.46,37.71,1102,4,NEAR OCEAN
-121.49,38.53,1225,3.125,INLAND
-118.49,34.22,899,5.0325,<1H OCEAN
-122.03,37.69,83,6.5,NEAR BAY
-117.62,33.77,930,4.6369,<1H OCEAN
-118.07,34.12,1194,4.1136,INLAND
-118.1,33.96,1476,3.9549,<1H OCEAN
-118.36,34.03,1017,2.1078,<1H OCEAN
-117.27,34.17,49,4.625,INLAND
-121.62,36.63,836,3.6286,<1H OCEAN
-118.53,34.26,1590,8.176,<1H OCEAN
-118.52,34.04,819,6.5147,<1H OCEAN
-122.4,37.73,1027,2.3625,NEAR BAY
-117.84,33.66,857,3.7857,<1H OCEAN
-122,37.96,2033,4.5833,INLAND
-118.29,33.96,902,1.4868,<1H OCEAN
-121.53,39.53,683,4.5156,INLAND
-121.99,37.34,1571,5.273,<1H OCEAN
-122.23,40.2,322,4.2917,INLAND
-117.25,32.73,821,6.3331,NEAR OCEAN
-118.38,33.81,802,6.015,NEAR OCEAN
-122,37.28,1449,5.7295,<1H OCEAN
-118.19,33.79,2994,1.8109,NEAR OCEAN
-118.26,33.94,850,2.25,<1H OCEAN
-117.64,33.88,3920,5.536,<1H OCEAN
-122.41,37.61,847,4.7381,NEAR OCEAN
-117.87,33.87,1367,4.6563,<1H OCEAN
-116.47,33.84,3838,4.3111,INLAND
-118.47,34.19,495,5.0929,<1H OCEAN
-119.84,34.44,537,4.2404,NEAR OCEAN
-120.44,34.65,1402,1.975,NEAR OCEAN
-118.1,33.9,740,3.6,<1H OCEAN
-118.25,33.93,754,2.0486,<1H OCEAN
-117.07,32.63,1056,3.7583,NEAR OCEAN
-122.33,38.33,1303,5.3017,NEAR BAY
-118.37,34.04,727,4.0781,<1H OCEAN
-121.88,37.39,2240,7.105,<1H OCEAN
-121.22,37.72,1310,2.6368,INLAND
-121.29,36.9,1734,5.8324,INLAND
-122.96,38.42,940,2.9375,<1H OCEAN
-121.84,37.32,3979,3.6953,<1H OCEAN
-119.56,36.09,1077,1.85,INLAND
-117.13,32.91,1619,4,<1H OCEAN
-118.99,35.4,890,4.0208,INLAND
-118.04,33.83,972,4.055,<1H OCEAN
-121.95,36.61,497,6.3835,NEAR OCEAN
-122.29,37.48,2009,7.4678,NEAR OCEAN
-122.3,37.52,994,5.5902,NEAR OCEAN
-122.34,37.93,1327,2.1287,NEAR BAY
-117.33,34.03,1264,4.7986,INLAND
-122.5,37.76,1142,3.7083,NEAR OCEAN
-121.03,37.69,1967,3.8065,INLAND
-118.28,33.74,486,0.7591,NEAR OCEAN
-118.1,33.82,915,5.2713,<1H OCEAN
-121.37,38.01,1016,10.0088,INLAND
-118.2,34.2,1219,6.987,<1H OCEAN
-121.84,36.61,2258,2.5663,<1H OCEAN
-119.52,34.4,1305,3.2125,NEAR OCEAN
-117.98,34,1968,6.019,<1H OCEAN
-118.42,37.36,1425,1.7388,INLAND
-115.54,32.98,1121,1.9464,INLAND
-122.36,37.95,302,1.8333,NEAR BAY
-117.29,32.92,823,6.8322,NEAR OCEAN
-116.25,33.75,375,2.025,INLAND
-117.34,33.98,9851,1.7579,INLAND
-119.78,36.27,1066,4.5714,INLAND
-120.1,39.33,1193,4.3958,INLAND
-122.04,37.96,1705,2.9097,NEAR BAY
-117.91,33.65,1118,4.1029,<1H OCEAN
-118.99,34.23,4830,6.6246,<1H OCEAN
-119.27,34.29,982,5.3254,NEAR OCEAN
-118.32,34.03,1109,2.8971,<1H OCEAN
-117.2,33.2,1875,5.543,<1H OCEAN
-117.81,33.71,1227,7.3769,<1H OCEAN
-118.31,33.98,1062,2,<1H OCEAN
-122.3,37.88,854,2.9,NEAR BAY
-118.65,34.18,1769,7.4918,<1H OCEAN
-118.39,34.01,543,2.3571,<1H OCEAN
-117.94,33.65,2327,5.6637,<1H OCEAN
-122.28,37.5,2694,7.4787,NEAR OCEAN
-121.96,37.81,2404,8.3188,<1H OCEAN
-122.43,37.8,954,4.5399,NEAR BAY
-119.77,36.79,1141,3.2642,INLAND
-122.41,40.58,1029,2.8512,INLAND
-118.14,34.03,1291,4.0625,<1H OCEAN
-119.45,36.35,1076,2.3365,INLAND
-118.46,34,679,4.7344,<1H OCEAN
-122.24,40.45,782,3.5978,INLAND
-117.25,32.78,658,2.45,NEAR OCEAN
-121.29,38.14,674,2.515,INLAND
-118.84,34.16,2571,5.22,<1H OCEAN
-120.47,37.29,1277,1.2054,INLAND
-122.8,38.37,909,4.1731,<1H OCEAN
-117.08,32.62,1353,3.0771,NEAR OCEAN
-119.71,34.41,694,3.6823,NEAR OCEAN
-117.96,34.04,924,3.1591,<1H OCEAN
-122.06,37.99,721,2.8043,NEAR BAY
-121.25,38.14,464,2.3,INLAND
-121.26,37.88,256,3.1719,INLAND
-122.28,40.5,1197,2.6488,INLAND
-117.98,33.84,714,4.6042,<1H OCEAN
-122.09,37.37,776,5.2971,NEAR BAY
-118.08,33.93,1179,3.2188,<1H OCEAN
-121.84,37.25,3275,5.6488,<1H OCEAN
-115.56,32.78,848,3.1597,INLAND
-117.37,33.7,2425,3.2481,<1H OCEAN
-119.78,34.48,1007,7.9248,NEAR OCEAN
-118.58,34.2,826,5.015,<1H OCEAN
-119.22,34.26,1403,3.4018,NEAR OCEAN
-122.09,37.39,774,2.7279,NEAR BAY
-118.37,34.05,539,4.005,<1H OCEAN
-119.24,36.33,1866,3.1599,INLAND
-117.68,34.15,1996,6.7813,INLAND
-117.78,34.11,3205,3.0735,INLAND
-119.65,36.34,752,1.8529,INLAND
-118.15,34.07,940,3.125,<1H OCEAN
-121.75,36.91,1102,1.6875,<1H OCEAN
-121.65,36.77,1150,4.7969,<1H OCEAN
-117.75,33.61,781,3.1779,<1H OCEAN
-117.41,33.94,2096,2.4435,INLAND
-117.88,33.85,507,2.3173,<1H OCEAN
-117.09,32.91,802,6.5706,<1H OCEAN
-119.18,35.5,932,2.1635,INLAND
-118.08,34.1,1605,3.5313,<1H OCEAN
-118.15,34.2,1037,3.7932,INLAND
-122.49,37.78,1783,3.6148,NEAR BAY
-119.79,36.32,1971,3.0667,INLAND
-117.66,34.09,954,3.0357,INLAND
-122.29,37.81,377,0.9011,NEAR BAY
-118.27,33.79,2120,2.1447,<1H OCEAN
-118.37,34.03,811,3.3636,<1H OCEAN
-117.96,33.83,474,6.1001,<1H OCEAN
-119.2,34.27,3012,3.445,NEAR OCEAN
-118.27,33.98,1933,1.3801,<1H OCEAN
-119.17,34.26,1638,6.1885,NEAR OCEAN
-118.5,34.52,3032,5.9263,INLAND
-122.27,40.46,1324,2.2768,INLAND
-117.89,33.71,2663,4.5814,<1H OCEAN
-121.82,37.37,1873,3.7214,<1H OCEAN
-117.71,33.54,962,7.3878,<1H OCEAN
-122.48,38.54,973,4.2096,INLAND
-117.94,34.09,1742,2.1062,<1H OCEAN
-117.15,32.74,1320,3.0259,NEAR OCEAN
-118.25,34.02,1698,1.6302,<1H OCEAN
-117.38,34.11,894,3.3066,INLAND
-117.38,34.13,722,2.1856,INLAND
-121.8,38.68,1847,3.4331,INLAND
-122.06,37.34,1293,6.7578,<1H OCEAN
-117.43,33.93,1176,4.5122,INLAND
-117.06,33.13,4854,2.8015,<1H OCEAN
-118.52,34.32,3189,8.1248,<1H OCEAN
-117.91,33.94,2314,6.3433,<1H OCEAN
-118.32,34.14,1624,4.0965,<1H OCEAN
-118.49,34.13,1443,11.2979,<1H OCEAN
-121.94,37.25,1894,5.2894,<1H OCEAN
-121.44,38.63,1116,1.3302,INLAND
-118.74,34.26,2347,5.4091,<1H OCEAN
-119.38,36.53,1423,1.9602,INLAND
-117.95,33.93,1904,2.6123,<1H OCEAN
-119.69,36.82,1207,1.8021,INLAND
-121.1,39.08,602,2.5887,INLAND
-118.04,34.15,676,3.3621,INLAND
-118.26,33.77,809,2.4545,NEAR OCEAN
-117.14,32.71,480,1.8696,NEAR OCEAN
-119.25,34.27,382,3.5,NEAR OCEAN
-118.39,34.04,666,4.7386,<1H OCEAN
-118.11,34,2103,2.7292,<1H OCEAN
-121.38,38.64,2256,2.1472,INLAND
-118.02,34.08,2449,3.6944,INLAND
-116.94,32.83,872,3.7831,<1H OCEAN
-121.75,36.91,1494,2.8056,<1H OCEAN
-118.16,33.78,3087,2.127,NEAR OCEAN
-119.77,36.73,1286,2.1518,INLAND
-119.46,36.61,719,3.625,INLAND
-118.5,34.19,1158,5.0796,<1H OCEAN
-118.34,33.95,4015,2.1587,<1H OCEAN
-116.91,33.71,2703,3.1591,INLAND
-117.12,32.7,827,1.3194,NEAR OCEAN
-121.97,37.36,306,4.575,<1H OCEAN
-122.82,38.53,907,3.276,<1H OCEAN
-119.06,36.1,868,2.5893,INLAND
-117.98,33.85,1085,4.765,<1H OCEAN
-121.43,37.75,1065,2.1424,INLAND
-116.98,33.93,1391,1.9472,INLAND
-121.55,39.51,396,0.8024,INLAND
-118.17,33.77,1047,3.1149,NEAR OCEAN
-117.14,32.76,1246,2.1727,NEAR OCEAN
-118.13,34.07,1404,3.085,<1H OCEAN
-117.9,33.65,771,3.4125,<1H OCEAN
-118.25,33.86,1852,6.0531,<1H OCEAN
-119.05,34.21,2110,3.0119,<1H OCEAN
-121.89,37.66,769,2.1187,INLAND
-118.4,34.05,859,3.6953,<1H OCEAN
-118.4,33.99,1113,2.825,<1H OCEAN
-118.23,33.98,3909,1.9929,<1H OCEAN
-118.25,33.95,1655,0.9751,<1H OCEAN
-122.27,37.85,875,1.5817,NEAR BAY
-121.45,38.48,1638,2.9571,INLAND
-121.36,38.64,2667,5.5632,INLAND
-118.21,34.06,1152,2.3611,<1H OCEAN
-122.75,38.5,1713,5.449,<1H OCEAN
-122.27,37.51,598,5.8964,NEAR OCEAN
-122.12,37.68,724,4.38,NEAR BAY
-121.45,38.56,1301,4.0417,INLAND
-121.55,38.51,2415,6.5253,INLAND
-117.87,33.6,782,5.1155,<1H OCEAN
-118.05,33.72,900,5.2589,<1H OCEAN
-118.48,34.02,983,2.7019,<1H OCEAN
-119.67,36.8,1632,6.011,INLAND
-118.09,33.79,1694,6.6312,<1H OCEAN
-118.35,34.07,512,4.0179,<1H OCEAN
-118.2,34.05,1085,1.7054,<1H OCEAN
-121.01,37.69,1538,2.48,INLAND
-117.25,34.04,2763,4.4472,INLAND
-122.22,37.78,1525,1.4886,NEAR BAY
-118.46,33.97,777,10,<1H OCEAN
-117.28,34.17,1765,1.7456,INLAND
-120.47,34.65,816,2.4583,NEAR OCEAN
-121.87,37.26,1146,5.6223,<1H OCEAN
-122.26,38.29,482,6.5799,NEAR BAY
-122,38.35,300,3.6176,INLAND
-118.27,34.05,751,1.8304,<1H OCEAN
-118.21,33.96,2323,2.1522,<1H OCEAN
-118.05,33.78,1272,8.7015,<1H OCEAN
-121.89,37.25,1040,5.2887,<1H OCEAN
-118.09,33.76,533,1.808,<1H OCEAN
-119.56,36.09,792,3.2847,INLAND
-118.13,33.79,3625,3.7716,NEAR OCEAN
-122.02,37.87,1209,8.4352,NEAR BAY
-122.26,37.82,2048,2.8345,NEAR BAY
-121.98,37.31,1191,5.606,<1H OCEAN
-117.34,34.13,991,2.125,INLAND
-117.01,32.81,1866,5.516,<1H OCEAN
-117.82,33.78,2048,5.4562,<1H OCEAN
-122.57,40.61,883,2.8036,INLAND
-118.18,33.95,1991,2.9094,<1H OCEAN
-117.39,33.95,721,4.125,INLAND
-117.35,34.15,2086,2.2974,INLAND
-117.84,33.73,1534,2.4211,<1H OCEAN
-119.54,36.52,1106,4.2045,INLAND
-122.31,37.54,492,5.539,NEAR OCEAN
-122.4,37.81,536,7.7852,NEAR BAY
-118.33,34.01,653,3.7727,<1H OCEAN
-116.92,32.79,2123,4.5224,<1H OCEAN
-117.13,33.13,1123,2.082,<1H OCEAN
-118.25,34.13,229,2.125,<1H OCEAN
-121.03,39.37,1172,2.6341,INLAND
-121.29,37.95,272,0.696,INLAND
-117.88,33.88,615,3.0263,<1H OCEAN
-118.38,34.19,950,2.7379,<1H OCEAN
-122.09,37.66,766,3.4722,NEAR BAY
-122.05,39.6,958,2.8466,INLAND
-117.2,32.77,77,3.2679,NEAR OCEAN
-122.03,37.97,2629,2.9915,NEAR BAY
-117.24,32.85,904,6.7587,NEAR OCEAN
-118.53,34.09,1925,8.1888,<1H OCEAN
-122.29,37.88,523,3.8672,NEAR BAY
-122.02,37.98,782,3.4187,NEAR BAY
-122.26,37.48,1805,5.6038,NEAR OCEAN
-122.33,40.52,1318,3.5081,INLAND
-119.06,34.23,2591,3.0219,<1H OCEAN
-121.92,37.96,2093,5.2798,INLAND
-118.88,34.2,1938,7.3409,<1H OCEAN
-122.4,40.58,1782,1.3329,INLAND
-122.3,38.32,1045,2.5035,NEAR BAY
-120.1,39.37,1016,4.5208,INLAND
-119,36.07,509,2.9815,INLAND
-117.17,32.77,1547,4.5481,NEAR OCEAN
-122.04,38.25,571,3.0938,INLAND
-121.84,39.73,311,1.5481,INLAND
-121.23,37.95,514,2.625,INLAND
-116.27,34.13,184,3.7292,INLAND
-118.01,34.1,1713,3.8085,INLAND
-120.4,37.92,517,3.625,INLAND
-118.35,34.1,3596,2.8036,<1H OCEAN
-117.32,33.25,1314,4.85,<1H OCEAN
-116.9,32.77,1421,6.2609,<1H OCEAN
-117.08,32.71,1656,1.4821,NEAR OCEAN
-118.36,33.97,990,4.0179,<1H OCEAN
-117.41,34,1647,1.4719,INLAND
-117.33,34.06,390,1.0469,INLAND
-122.15,37.74,764,3.3125,NEAR BAY
-122.07,37.39,646,4.712,NEAR BAY
-121.51,38.55,531,2.7885,INLAND
-117.15,34.05,633,5.0227,INLAND
-121.45,38.51,2294,2.2245,INLAND
-122.05,36.87,1091,3.8269,NEAR OCEAN
-121.83,37.23,2785,6.0889,<1H OCEAN
-118.36,33.95,2038,2.875,<1H OCEAN
-117.18,33.16,3943,3.1793,<1H OCEAN
-117.58,34.09,746,1.9531,INLAND
-121.9,38.04,838,1.2024,INLAND
-117.46,34.14,381,0.8926,INLAND
-118.43,33.98,2927,7.5426,<1H OCEAN
-122.14,39.65,190,3.6429,INLAND
-122.13,39.74,668,2.2569,INLAND
-121.83,37.3,825,4.5,<1H OCEAN
-118.1,33.99,599,2.7202,<1H OCEAN
-122.46,37.7,904,3.5035,NEAR OCEAN
-118.28,34.24,1543,5.6184,<1H OCEAN
-121.93,37.89,852,7.3445,INLAND
-118.5,34.03,671,7.7572,<1H OCEAN
-121.29,38.12,741,3.9607,INLAND
-117.22,32.85,694,4.6875,NEAR OCEAN
-122.47,37.77,1350,3.8571,NEAR BAY
-118.38,34.07,1897,3.3725,<1H OCEAN
-117.91,34.08,861,3.5795,<1H OCEAN
-118.32,34.1,756,2.2311,<1H OCEAN
-121.36,38.01,1192,2.3339,INLAND
-118.12,33.99,2012,2.8155,<1H OCEAN
-118.14,33.91,974,3.0703,<1H OCEAN
-122.2,37.79,1009,2.3036,NEAR BAY
-118.13,34.19,1012,4.0714,INLAND
-118.9,35.41,2320,3.0938,INLAND
-114.61,34.83,1346,3.212,INLAND
-118.14,33.78,1038,3.108,NEAR OCEAN
-121.12,35.58,1298,3.4799,NEAR OCEAN
-117.65,34.04,2039,3.9336,INLAND
-121.84,37.37,1252,4.1615,<1H OCEAN
-118.27,33.79,1227,3.3929,<1H OCEAN
-120.56,38.48,946,3.4609,INLAND
-121.39,39.61,986,2.8871,INLAND
-116.92,32.76,862,5.2741,<1H OCEAN
-121.29,37.96,630,1.2411,INLAND
-118.03,33.78,1600,6.6453,<1H OCEAN
-117.83,33.68,1666,4.1652,<1H OCEAN
-121.79,36.64,28566,2.3087,<1H OCEAN
-118.43,34.02,634,8.1631,<1H OCEAN
-121.9,36.97,1420,4.4485,NEAR OCEAN
-121.95,37.33,821,2.3547,<1H OCEAN
-121.91,37.42,1224,4.1389,<1H OCEAN
-117.07,33.12,2818,3.1458,<1H OCEAN
-118.09,33.77,847,1.7208,<1H OCEAN
-118.32,33.82,1254,7.0935,<1H OCEAN
-118.12,34.04,1355,4.5795,<1H OCEAN
-118.22,33.89,485,2.7434,<1H OCEAN
-121.86,36.63,231,2.5313,<1H OCEAN
-122.43,37.74,1079,5.0196,NEAR BAY
-119.19,36.06,1421,1.9091,INLAND
-117.93,33.65,4738,3.1483,<1H OCEAN
-121.09,37.61,921,3.8864,INLAND
-122.07,37.67,1469,3.2465,NEAR BAY
-121.18,37.79,509,1.9464,INLAND
-120.61,35.11,1839,3.3062,<1H OCEAN
-117.69,34.05,1055,4.3264,INLAND
-117.14,33.39,1931,3.8547,<1H OCEAN
-122.95,40.67,574,2.0268,INLAND
-118.41,33.96,567,4.1471,<1H OCEAN
-119.76,36.8,2795,2.2094,INLAND
-117.18,32.83,1090,3.9265,NEAR OCEAN
-117.9,34.01,2091,3.7917,<1H OCEAN
-122.04,37.36,1241,6.8753,<1H OCEAN
-118.46,34.04,1404,3.1235,<1H OCEAN
-122.2,39.93,768,1.9191,INLAND
-117.77,33.51,1070,4.4464,<1H OCEAN
-121.99,37.26,1158,8.2069,<1H OCEAN
-117.38,33.14,1298,3.209,NEAR OCEAN
-119.76,36.75,2031,1.8641,INLAND
-117.39,33.69,3464,5.3275,<1H OCEAN
-117.05,34.02,1351,2.598,INLAND
-121.42,38.62,1591,2.0786,INLAND
-117.93,34.05,1902,4.2926,<1H OCEAN
-122.41,37.8,1648,0.8836,NEAR BAY
-122.11,37.67,952,3.8,NEAR BAY
-119.61,36.56,1886,1.625,INLAND
-118.01,34.06,455,2.7721,INLAND
-118.19,33.99,2544,2.9054,<1H OCEAN
-118.31,34.03,1343,2.025,<1H OCEAN
-122.04,37.66,1066,6.3501,NEAR BAY
-122.07,37.06,939,3.8625,NEAR OCEAN
-121.65,37.12,2648,3.6895,<1H OCEAN
-122.37,37.59,2156,3.4412,NEAR OCEAN
-118.4,33.96,1028,5.6732,<1H OCEAN
-118.32,33.34,341,2.7361,ISLAND
-118.88,35.34,762,2.1111,INLAND
-118.4,33.87,719,6.435,<1H OCEAN
-121.37,38.68,663,3.3074,INLAND
-122.1,37.39,794,5.0871,NEAR BAY
-119.81,36.78,660,3,INLAND
-117.16,33.54,2912,3.7538,<1H OCEAN
-117.95,33.78,1376,3.7303,<1H OCEAN
-122.18,37.46,831,15.0001,NEAR BAY
-118.32,33.97,814,4.3919,<1H OCEAN
-117.99,33.88,1503,6.6704,<1H OCEAN
-118.26,34.23,838,5.4306,<1H OCEAN
-120.97,37.67,792,2.4,INLAND
-117.81,34.01,4332,4.9589,<1H OCEAN
-118.51,34.19,1141,4.2865,<1H OCEAN
-118.17,33.77,1340,2.6786,NEAR OCEAN
-117.19,33.9,9623,4.189,INLAND
-121.01,37.61,2316,3.4703,INLAND
-119.69,34.42,1325,1.2762,<1H OCEAN
-118.27,33.93,466,2.6458,<1H OCEAN
-117.81,33.73,2828,3.5719,<1H OCEAN
-118.9,34.3,3188,5.5925,<1H OCEAN
-117.14,32.76,1775,2.1273,NEAR OCEAN
-117.27,34.42,3166,3.2077,INLAND
-122.06,37.35,872,8.0599,<1H OCEAN
-118.12,33.83,691,4.3594,<1H OCEAN
-118.84,34.11,2484,5.8788,NEAR OCEAN
-120.6,35.11,1292,2.2625,<1H OCEAN
-119.77,36.76,2219,1.2101,INLAND
-117.81,33.84,1605,10.5981,<1H OCEAN
-117.05,32.68,1010,3.5664,NEAR OCEAN
-117.94,33.92,1038,4.6696,<1H OCEAN
-119.63,34.42,753,8.5608,<1H OCEAN
-121.56,39.51,603,1.3654,INLAND
-117.96,33.83,498,6.3214,<1H OCEAN
-118.16,34.09,2881,2.1696,<1H OCEAN
-117.06,32.81,1694,6.7927,<1H OCEAN
-119.83,34.44,567,2.1389,NEAR OCEAN
-118.44,34.22,913,3.325,<1H OCEAN
-122,38.83,194,3.4187,INLAND
-118.45,34.25,1207,5.2801,<1H OCEAN
-118.18,34.09,1605,3.3785,<1H OCEAN
-122.41,37.75,1176,2.6538,NEAR BAY
-119.02,36.05,1336,2.2202,INLAND
-121.79,38.69,1061,2.8864,INLAND
-117.66,34.15,1284,8.5282,INLAND
-117.76,34.05,3055,1.9029,INLAND
-121.78,37.69,1157,3.3618,INLAND
-121.38,38.59,1018,3.2596,INLAND
-117.87,33.92,2054,6.0571,<1H OCEAN
-117.13,33.14,1147,4.0495,<1H OCEAN
-122.33,37.98,1024,6.0115,NEAR BAY
-118.18,34.13,1311,3.5341,<1H OCEAN
-121.83,37.27,1420,6.6712,<1H OCEAN
-120.76,38.65,1126,3.5511,INLAND
-121.24,37.97,517,2.1991,INLAND
-122.11,37.7,835,2.3274,NEAR BAY
-117.14,32.9,2054,4.2234,<1H OCEAN
-121.47,38.56,273,3.125,INLAND
-118.21,33.9,1335,3.1189,<1H OCEAN
-117.93,33.75,1472,4.2219,<1H OCEAN
-122.24,37.75,384,4.9489,NEAR BAY
-117.22,33.81,5145,3.4237,INLAND
-118.03,33.83,529,3.175,<1H OCEAN
-118.31,34.01,1246,2.0417,<1H OCEAN
-117.23,33.23,1946,2.9875,<1H OCEAN
-122.93,38.02,628,3.5469,NEAR OCEAN
-121.45,38.69,1542,2.2243,INLAND
-122.01,37.4,441,3.1439,<1H OCEAN
-121.47,38.51,74,3.625,INLAND
-121.44,37.76,3670,5.0443,INLAND
-122.57,37.99,926,4.9674,NEAR BAY
-122.13,37.4,2687,5.1335,NEAR BAY
-118.3,34.17,1211,3.1551,<1H OCEAN
-117.29,34.13,1171,1.4815,INLAND
-122.05,37.36,1017,4.1369,<1H OCEAN
-118.15,33.8,1167,3.1042,NEAR OCEAN
-118,33.81,883,2.8835,<1H OCEAN
-117.96,33.76,2126,3.7734,<1H OCEAN
-118.11,34.14,810,6.0948,<1H OCEAN
-120.69,38.44,597,4.2917,INLAND
-117.04,32.98,640,6.0226,<1H OCEAN
-122.4,37.6,2558,3.5817,NEAR OCEAN
-118.6,34.23,5005,3.2564,<1H OCEAN
-118.5,34.15,1111,13.4196,<1H OCEAN
-118.32,33.9,1316,3.0526,<1H OCEAN
-122.64,41.73,1492,1.8694,INLAND
-117.97,33.77,856,2.7157,<1H OCEAN
-118.09,33.9,742,4.0461,<1H OCEAN
-120.75,37.37,1037,2.4964,INLAND
-121.39,36.16,288,3.0526,NEAR OCEAN
-122.3,37.91,1159,2.9441,NEAR BAY
-118.25,34.15,1888,3.6875,<1H OCEAN
-121.48,38.58,761,1.245,INLAND
-121.94,37.29,1249,3.75,<1H OCEAN
-118.35,33.92,2023,2.75,<1H OCEAN
-118.92,34.18,1067,6.3522,<1H OCEAN
-122.5,37.74,1087,3.5,NEAR OCEAN
-118.33,34.15,471,4.2679,<1H OCEAN
-118.23,34.05,346,2.5313,<1H OCEAN
-117.15,33.02,5613,7.2731,NEAR OCEAN
-118.22,33.99,1976,2.6964,<1H OCEAN
-116.54,33.81,2628,2.1176,INLAND
-118.02,33.85,1030,5.3416,<1H OCEAN
-122.05,37.36,679,7.5337,<1H OCEAN
-122.28,37.51,1980,6.1064,NEAR OCEAN
-118.86,34.07,970,8.0144,NEAR OCEAN
-122.65,38.97,703,1.1912,INLAND
-121.91,37.69,926,5.9345,<1H OCEAN
-120.43,34.87,1094,4.6648,<1H OCEAN
-122.44,37.79,722,8.0755,NEAR BAY
-117.02,32.78,1198,3.4659,<1H OCEAN
-117.83,33.82,940,3.6953,<1H OCEAN
-117.08,32.69,1938,3.4875,NEAR OCEAN
-120.1,39.19,202,3.9375,INLAND
