longitude,latitude,population,median_income,ocean_proximity,land_value
-117.08,32.62,818.0,3.4773,NEAR OCEAN,186496.0
-122.14,37.47,1931.0,3.7917,NEAR BAY,199144.0
-117.92,33.73,3171.0,3.9929,<1H OCEAN,279992.0
-122.45,37.71,2204.0,3.5536,NEAR OCEAN,311240.0
-119.8,36.77,1114.0,3.8105,INLAND,108624.0
-118.83,34.14,450.0,10.1597,NEAR OCEAN,620001.24
-121.03,37.69,1266.0,3.4632,INLAND,170748.0
-121.61,37.15,2051.0,7.8601,<1H OCEAN,516212.0
-121.85,37.41,1006.0,6.6842,<1H OCEAN,328972.0
-118.35,34.09,921.0,2.8021,<1H OCEAN,347944.0
-121.81,37.35,2990.0,4.4671,<1H OCEAN,214024.0
-117.18,32.81,1503.0,4.7679,NEAR OCEAN,252960.0
-122.45,38.27,1994.0,4.2237,NEAR BAY,325252.0
-118.96,34.19,587.0,1.9811,<1H OCEAN,201500.0
-116.0,34.12,1358.0,2.125,INLAND,71548.0
-120.42,34.96,1246.0,2.212,<1H OCEAN,163680.0
-122.09,37.4,1036.0,5.1408,NEAR BAY,328228.0
-116.95,33.97,1947.0,3.1393,INLAND,144212.0
-122.45,37.77,1100.0,3.0409,NEAR BAY,620000.0
-118.24,33.8,788.0,3.6161,NEAR OCEAN,162812.0
-117.27,33.22,470.0,1.8849,<1H OCEAN,112592.0
-121.02,40.51,406.0,3.3036,INLAND,97092.0
-118.18,34.1,921.0,4.875,<1H OCEAN,248496.0
-122.27,37.73,2973.0,3.2689,NEAR BAY,286440.0
-118.0,34.1,1544.0,3.4005,INLAND,218612.0
-121.93,37.66,1081.0,8.3337,<1H OCEAN,620001.24
-119.72,36.73,1116.0,1.4646,INLAND,81716.0
-118.01,33.89,1018.0,4.2292,<1H OCEAN,263872.0
-121.32,39.13,169.0,3.0,INLAND,201500.0
-120.94,39.05,1744.0,3.1972,INLAND,187860.0
-121.99,39.15,3266.0,2.7137,INLAND,89280.0
-118.3,33.95,1367.0,1.5078,<1H OCEAN,123504.0
-118.34,33.8,987.0,5.0951,<1H OCEAN,395436.0
-119.82,36.79,3415.0,1.6854,INLAND,80228.0
-118.08,33.98,863.0,3.6033,<1H OCEAN,195672.0
-118.28,34.0,880.0,1.2065,<1H OCEAN,128464.0
-120.94,39.22,661.0,4.0062,INLAND,190712.0
-121.71,39.42,862.0,2.2813,INLAND,71424.0
-121.32,38.68,587.0,3.5893,INLAND,181536.0
-121.43,37.75,754.0,3.1333,INLAND,163680.0
-115.54,32.99,911.0,4.3523,INLAND,119040.0
-117.28,34.24,853.0,5.2185,INLAND,159464.0
-122.89,39.11,585.0,2.2551,INLAND,88164.0
-117.53,33.83,1156.0,5.5362,INLAND,242544.0
-122.23,37.77,409.0,3.3214,NEAR BAY,235104.0
-122.53,37.94,384.0,4.7344,NEAR BAY,248000.0
-117.27,34.49,846.0,4.7361,INLAND,216380.0
-120.46,34.64,1520.0,1.9444,NEAR OCEAN,160456.0
-117.03,32.77,918.0,2.875,<1H OCEAN,199888.0
-118.06,34.06,3160.0,2.5763,<1H OCEAN,215636.0
-119.95,38.95,36.0,2.625,INLAND,232500.0
-122.31,37.56,952.0,4.7917,NEAR OCEAN,391840.0
-121.81,37.26,1158.0,5.9359,<1H OCEAN,309380.0
-118.26,34.07,2371.0,2.4038,<1H OCEAN,225308.0
-120.06,36.97,1220.0,1.625,INLAND,65472.0
-117.66,33.6,1648.0,7.5488,<1H OCEAN,344844.0
-122.27,38.29,2088.0,3.3021,NEAR BAY,189348.0
-118.31,33.96,1167.0,3.0625,<1H OCEAN,157976.0
-117.29,34.16,1135.0,2.875,INLAND,122884.0
-122.36,37.96,316.0,0.716,NEAR BAY,129208.0
-117.79,33.71,3132.0,7.1069,<1H OCEAN,388616.0
-122.33,37.94,719.0,3.9417,NEAR BAY,172484.0
-119.0,35.39,648.0,2.8295,INLAND,89404.0
-119.2,35.37,3415.0,5.3119,INLAND,195052.0
-118.3,33.93,1646.0,3.2024,<1H OCEAN,158720.0
-122.26,37.88,823.0,5.7979,NEAR BAY,514972.0
-117.97,34.04,1326.0,4.119,<1H OCEAN,202492.0
-119.82,36.75,741.0,2.0781,INLAND,60512.0
-124.02,40.72,1658.0,3.8095,<1H OCEAN,148676.0
-118.47,34.02,986.0,2.7254,<1H OCEAN,551056.0
-123.03,38.79,1998.0,3.375,<1H OCEAN,213156.0
-117.2,32.82,643.0,3.9464,NEAR OCEAN,212784.0
-122.48,37.75,1583.0,4.3393,NEAR BAY,393824.0
-121.94,37.33,845.0,4.75,<1H OCEAN,311364.0
-121.98,38.37,2018.0,2.8438,INLAND,138260.0
-121.65,39.76,794.0,3.0,INLAND,119908.0
-121.62,37.61,771.0,5.7239,INLAND,533944.0
-118.52,34.04,761.0,13.6842,<1H OCEAN,620001.24
-118.3,33.88,563.0,3.7375,<1H OCEAN,307148.0
-122.35,37.57,800.0,4.97,NEAR OCEAN,620001.24
-118.95,35.37,946.0,1.6728,INLAND,68696.0
-122.04,37.37,616.0,3.6765,<1H OCEAN,313472.0
-119.29,36.33,641.0,0.7445,INLAND,139500.0
-121.83,39.73,753.0,2.0064,INLAND,96596.0
-119.77,36.72,1623.0,1.4427,INLAND,59148.0
-118.17,33.79,1816.0,1.7589,NEAR OCEAN,146692.0
-117.96,33.75,1814.0,2.7986,<1H OCEAN,218364.0
-119.75,34.43,1317.0,3.3776,NEAR OCEAN,351168.0
-118.31,33.98,234.0,5.1136,<1H OCEAN,138508.0
-117.31,33.25,1843.0,2.8558,<1H OCEAN,120404.0
-118.13,34.17,966.0,3.6094,<1H OCEAN,324260.0
-122.03,37.62,1001.0,4.7109,NEAR BAY,246388.0
-119.69,36.77,1720.0,2.6875,INLAND,75144.0
-121.94,38.89,774.0,2.5478,INLAND,113708.0
-117.05,32.8,1116.0,7.916,<1H OCEAN,409944.0
-122.27,37.77,849.0,2.7115,NEAR BAY,273792.0
-118.07,34.09,1293.0,2.5474,<1H OCEAN,245644.0
-118.35,33.89,1249.0,4.1552,<1H OCEAN,290036.0
-122.69,38.32,1938.0,4.6324,<1H OCEAN,227664.0
-119.73,34.45,763.0,6.7449,<1H OCEAN,515344.0
-118.48,34.04,610.0,3.9659,<1H OCEAN,620001.24
-120.72,38.38,806.0,2.525,INLAND,194928.0
-117.91,34.02,5587.0,3.8201,<1H OCEAN,168888.0
-121.89,37.32,982.0,2.1149,<1H OCEAN,229276.0
-122.34,40.57,1339.0,2.0395,INLAND,84196.0
-121.55,39.5,2041.0,1.0585,INLAND,55924.0
-117.78,34.05,1886.0,3.9224,INLAND,162812.0
-118.32,34.09,2655.0,1.6331,<1H OCEAN,201500.0
-122.42,37.75,639.0,2.1971,NEAR BAY,341000.0
-118.18,34.05,925.0,1.825,<1H OCEAN,164920.0
-117.11,32.73,1135.0,2.3269,NEAR OCEAN,120652.0
-121.3,38.64,2330.0,4.0833,INLAND,198400.0
-116.58,32.69,2133.0,2.919,INLAND,144460.0
-118.13,33.82,711.0,5.1795,<1H OCEAN,279496.0
-116.57,33.94,224.0,1.1917,INLAND,62000.0
-118.12,33.99,1777.0,2.5395,<1H OCEAN,236840.0
-122.19,37.73,801.0,1.2625,NEAR BAY,105028.0
-122.42,37.66,2246.0,2.6631,NEAR OCEAN,302560.0
-118.97,35.4,854.0,3.1906,INLAND,94488.0
-118.63,34.18,697.0,6.6689,<1H OCEAN,536920.0
-118.27,34.08,1016.0,2.3913,<1H OCEAN,246512.0
-117.91,33.79,2759.0,4.25,<1H OCEAN,211172.0
-119.76,36.68,836.0,1.8355,INLAND,92008.0
-121.41,38.53,588.0,2.9737,INLAND,89404.0
-122.45,40.56,963.0,3.9375,INLAND,184388.0
-118.19,33.99,1537.0,3.0114,<1H OCEAN,195300.0
-122.14,37.5,13.0,15.0001,NEAR BAY,620001.24
-119.69,36.83,726.0,1.4913,INLAND,67704.0
-118.27,33.94,842.0,1.6645,<1H OCEAN,117676.0
-117.97,34.04,1355.0,2.5192,<1H OCEAN,195052.0
-117.99,33.87,869.0,3.59,<1H OCEAN,200756.0
-117.29,32.81,598.0,6.9553,NEAR OCEAN,620001.24
-122.3,37.98,1821.0,3.6518,NEAR BAY,203732.0
-118.1,34.15,782.0,2.7431,INLAND,220100.0
-118.23,34.23,1055.0,6.0,<1H OCEAN,455204.0
-121.29,38.28,793.0,4.8073,INLAND,194308.0
-118.21,34.07,1848.0,2.4135,<1H OCEAN,207328.0
-122.3,38.29,1021.0,3.0404,NEAR BAY,176204.0
-118.31,34.05,2543.0,2.3536,<1H OCEAN,620000.0
-121.36,38.67,3237.0,2.2339,INLAND,144584.0
-117.86,33.8,1722.0,2.8235,<1H OCEAN,189844.0
-118.04,34.09,817.0,2.8333,INLAND,230640.0
-122.2,37.76,826.0,1.75,NEAR BAY,106268.0
-122.11,37.37,520.0,10.3329,NEAR BAY,620001.24
-118.24,33.92,1122.0,3.2768,<1H OCEAN,119164.0
-117.02,33.95,798.0,2.8783,INLAND,130448.0
-118.21,33.91,2601.0,1.7824,<1H OCEAN,136648.0
-121.58,39.52,1384.0,1.9956,INLAND,71920.0
-118.03,34.1,1473.0,3.94,INLAND,277636.0
-122.27,37.97,7266.0,6.0666,NEAR BAY,337776.0
-117.98,33.83,2460.0,3.2823,<1H OCEAN,283340.0
-118.53,34.27,896.0,5.634,<1H OCEAN,397420.0
-120.25,37.93,196.0,3.375,INLAND,166284.0
-117.25,33.06,4194.0,6.439,NEAR OCEAN,367288.0
-116.97,33.13,2177.0,6.7957,<1H OCEAN,356500.0
-119.63,36.7,617.0,3.0833,INLAND,165292.0
-117.26,33.0,1059.0,4.7841,NEAR OCEAN,487940.0
-117.88,34.12,1088.0,4.0938,<1H OCEAN,204972.0
-118.17,33.84,945.0,5.0787,<1H OCEAN,271808.0
-118.51,34.22,766.0,4.8646,<1H OCEAN,264368.0
-118.18,33.9,933.0,2.7292,<1H OCEAN,178312.0
-121.32,38.67,1898.0,2.8426,INLAND,161944.0
-117.87,33.89,1382.0,3.343,<1H OCEAN,228904.0
-117.57,33.93,519.0,7.5408,INLAND,337156.0
-122.42,40.59,2220.0,2.6792,INLAND,172236.0
-121.39,38.55,1053.0,3.5278,INLAND,156488.0
-117.19,32.77,3185.0,3.765,NEAR OCEAN,295120.0
-117.25,33.25,2997.0,4.6187,<1H OCEAN,254200.0
-121.19,38.87,1405.0,6.0,INLAND,259656.0
-118.18,33.9,1177.0,2.4333,<1H OCEAN,192200.0
-118.18,34.17,1467.0,9.0702,<1H OCEAN,620001.24
-119.02,35.41,1297.0,2.0575,INLAND,83080.0
-118.2,33.78,3018.0,2.3305,NEAR OCEAN,201500.0
-118.42,34.02,1423.0,3.6488,<1H OCEAN,422592.0
-118.31,33.97,819.0,3.0917,<1H OCEAN,168764.0
-121.92,38.37,933.0,2.7051,INLAND,240312.0
-121.92,36.62,578.0,2.5625,NEAR OCEAN,291896.0
-122.39,37.73,1025.0,2.9063,NEAR BAY,238080.0
-121.97,38.03,1939.0,3.7043,INLAND,173352.0
-119.57,36.44,1123.0,3.4926,INLAND,116808.0
-121.77,38.67,1415.0,2.8351,INLAND,132928.0
-122.05,37.34,1079.0,7.7865,<1H OCEAN,525636.0
-118.52,34.02,2713.0,5.0867,<1H OCEAN,620001.24
-123.23,39.33,448.0,3.9632,<1H OCEAN,182404.0
-118.38,34.22,864.0,2.375,<1H OCEAN,220348.0
-117.88,33.74,3545.0,2.5224,<1H OCEAN,184140.0
-117.24,32.73,809.0,5.9113,NEAR OCEAN,481492.0
-116.99,32.78,385.0,5.4333,<1H OCEAN,276272.0
-118.36,33.9,655.0,2.9551,<1H OCEAN,254200.0
-118.45,34.01,559.0,6.3516,<1H OCEAN,439332.0
-117.28,33.1,1197.0,6.5338,NEAR OCEAN,332196.0
-122.41,37.8,1446.0,5.866,NEAR BAY,620001.24
-118.0,33.81,946.0,3.7059,<1H OCEAN,181412.0
-120.41,34.96,724.0,4.65,<1H OCEAN,189100.0
-123.2,39.14,878.0,1.8042,<1H OCEAN,135408.0
-122.53,37.91,999.0,7.9892,NEAR BAY,620001.24
-117.07,32.75,2000.0,2.3824,NEAR OCEAN,179428.0
-118.32,34.08,575.0,3.125,<1H OCEAN,471696.0
-121.95,37.31,2135.0,3.6292,<1H OCEAN,328104.0
-121.31,37.44,47.0,0.536,INLAND,139500.0
-118.35,34.19,557.0,4.0313,<1H OCEAN,259284.0
-117.22,33.22,1693.0,3.3882,<1H OCEAN,236592.0
-117.1,33.17,1226.0,5.4819,<1H OCEAN,227912.0
-122.63,38.22,1199.0,5.565,<1H OCEAN,331204.0
-120.64,37.38,1469.0,2.5129,INLAND,104904.0
-119.81,34.47,1728.0,7.4734,NEAR OCEAN,535928.0
-118.55,34.37,3331.0,6.776,<1H OCEAN,344844.0
-117.9,33.84,1524.0,3.5329,<1H OCEAN,232376.0
-117.11,32.67,217.0,1.4844,NEAR OCEAN,103292.0
-122.3,38.27,455.0,3.6389,NEAR BAY,161448.0
-117.23,33.2,999.0,4.8929,<1H OCEAN,263500.0
-121.34,38.0,1642.0,4.0444,INLAND,160208.0
-118.02,34.05,1145.0,2.3611,<1H OCEAN,207080.0
-118.32,33.86,269.0,6.4391,<1H OCEAN,312852.0
-119.34,35.59,1809.0,2.3934,INLAND,89156.0
-118.32,34.03,1194.0,1.9531,<1H OCEAN,282472.0
-122.63,38.94,192.0,1.7566,INLAND,60760.0
-117.26,33.37,1440.0,2.2368,<1H OCEAN,191704.0
-122.15,37.72,540.0,3.375,NEAR BAY,245892.0
-117.98,34.07,504.0,2.9107,INLAND,189100.0
-118.5,34.23,1590.0,4.5167,<1H OCEAN,395560.0
-118.19,34.87,923.0,5.0553,INLAND,137764.0
-120.62,36.99,1344.0,1.9732,INLAND,86056.0
-121.98,37.37,1062.0,4.575,<1H OCEAN,267096.0
-117.87,33.71,817.0,3.5326,<1H OCEAN,325500.0
-122.36,40.56,1865.0,2.0258,INLAND,80352.0
-117.74,34.1,1847.0,2.6779,INLAND,168640.0
-118.19,34.06,3020.0,1.1868,<1H OCEAN,116312.0
-118.37,33.91,812.0,5.6704,<1H OCEAN,376588.0
-121.21,38.67,1610.0,3.0533,INLAND,139004.0
-118.77,34.24,6700.0,6.4963,<1H OCEAN,382044.0
-121.97,37.64,485.0,6.0574,<1H OCEAN,534440.0
-117.38,33.2,1288.0,1.9386,NEAR OCEAN,131812.0
-119.03,35.42,754.0,2.5703,INLAND,77376.0
-118.9,34.19,573.0,10.0595,<1H OCEAN,620001.24
-122.16,37.17,2755.0,5.0165,NEAR OCEAN,250852.0
-118.46,33.77,1101.0,10.5536,NEAR OCEAN,620001.24
-118.15,33.95,686.0,4.0,<1H OCEAN,326368.0
-122.18,37.77,877.0,2.8125,NEAR BAY,120652.0
-117.23,32.74,1312.0,4.1339,NEAR OCEAN,295368.0
-122.07,37.44,2756.0,2.9817,NEAR BAY,279000.0
-122.25,37.45,927.0,10.2811,NEAR OCEAN,620001.24
-118.96,35.38,888.0,3.6734,INLAND,115196.0
-117.09,32.73,1948.0,2.8942,NEAR OCEAN,153884.0
-118.19,34.09,2043.0,1.9706,<1H OCEAN,178808.0
-117.71,34.04,1859.0,2.9811,INLAND,287432.0
-117.86,33.75,554.0,3.5972,<1H OCEAN,195920.0
-119.14,34.23,102.0,2.5714,NEAR OCEAN,620001.24
-118.58,34.22,950.0,4.875,<1H OCEAN,285696.0
-116.2,32.64,567.0,1.4648,INLAND,76632.0
-118.4,34.02,3870.0,3.116,<1H OCEAN,372000.0
-118.11,33.87,795.0,4.6713,<1H OCEAN,287432.0
-118.44,34.29,1434.0,2.0286,<1H OCEAN,152396.0
-118.41,34.18,966.0,4.7171,<1H OCEAN,294996.0
-122.3,37.88,208.0,1.6971,NEAR BAY,172112.0
-118.27,34.46,1119.0,4.7437,INLAND,364560.0
-117.06,32.76,1231.0,2.965,NEAR OCEAN,193068.0
-122.35,40.25,866.0,3.5,INLAND,129332.0
-121.31,36.42,2630.0,2.6629,<1H OCEAN,127348.0
-119.0,35.36,764.0,0.9407,INLAND,54064.0
-117.98,34.53,1492.0,4.0945,INLAND,168268.0
-121.95,37.55,4552.0,6.6478,<1H OCEAN,413416.0
-124.14,40.8,872.0,2.5,NEAR OCEAN,90024.0
-120.61,35.13,1777.0,2.7301,<1H OCEAN,236096.0
-120.95,37.6,729.0,2.9821,INLAND,120776.0
-117.03,32.61,523.0,6.0086,NEAR OCEAN,206956.0
-121.44,37.74,370.0,3.1319,INLAND,139500.0
-117.68,35.61,1929.0,3.5988,INLAND,104780.0
-117.21,33.03,1020.0,11.0911,NEAR OCEAN,620001.24
-122.51,38.76,1050.0,4.0435,INLAND,164424.0
-117.91,33.91,1015.0,4.9766,<1H OCEAN,331204.0
-117.69,33.6,1584.0,6.4211,<1H OCEAN,357244.0
-122.49,37.68,1583.0,5.0659,NEAR OCEAN,295120.0
-122.29,37.83,554.0,3.3929,NEAR BAY,93868.0
-122.49,37.76,1092.0,3.5302,NEAR BAY,408704.0
-122.24,37.76,827.0,2.6833,NEAR BAY,298716.0
-117.23,32.87,1223.0,5.417,NEAR OCEAN,244032.0
-122.43,37.79,1294.0,3.4375,NEAR BAY,620001.24
-118.2,34.21,665.0,6.7571,<1H OCEAN,550436.0
-119.67,37.27,2284.0,2.7413,INLAND,152644.0
-117.95,33.86,1066.0,5.197,<1H OCEAN,242668.0
-122.01,37.32,1577.0,4.6613,<1H OCEAN,352160.0
-121.96,37.85,1199.0,12.2478,INLAND,620001.24
-117.23,32.87,1034.0,3.0104,NEAR OCEAN,253208.0
-121.39,39.12,6912.0,2.0943,INLAND,134292.0
-122.42,37.74,973.0,3.4583,NEAR BAY,298716.0
-123.81,39.34,773.0,3.1563,<1H OCEAN,343480.0
-117.68,33.49,1072.0,4.245,<1H OCEAN,265980.0
-121.83,36.62,1037.0,2.7708,<1H OCEAN,200632.0
-119.79,36.8,852.0,3.32,INLAND,154628.0
-117.59,33.93,200.0,7.8118,INLAND,302808.0
-118.27,33.97,1310.0,1.1557,<1H OCEAN,111724.0
-118.29,33.98,1422.0,1.0516,<1H OCEAN,134292.0
-122.17,37.45,388.0,5.1995,NEAR BAY,620001.24
-118.29,33.93,3590.0,2.0437,<1H OCEAN,170128.0
-117.1,34.03,2127.0,2.5172,INLAND,119040.0
-120.85,37.77,295.0,1.3583,INLAND,105648.0
-117.08,33.16,2697.0,4.8554,<1H OCEAN,256308.0
-118.5,34.03,547.0,7.8705,<1H OCEAN,620001.24
-120.44,34.97,1509.0,1.7941,<1H OCEAN,136772.0
-122.0,37.58,2071.0,5.8151,<1H OCEAN,366544.0
-118.02,33.74,1961.0,6.128,<1H OCEAN,307768.0
-117.38,33.98,462.0,2.1528,INLAND,201500.0
-118.3,34.03,1775.0,2.1571,<1H OCEAN,183396.0
-117.19,32.79,665.0,3.8571,NEAR OCEAN,291524.0
-121.5,36.81,731.0,4.2333,INLAND,450492.0
-122.24,37.8,1006.0,2.1348,NEAR BAY,174344.0
-117.64,34.02,2637.0,4.0611,INLAND,195920.0
-122.45,37.78,464.0,3.2011,NEAR BAY,531092.0
-118.27,34.01,1745.0,2.0817,<1H OCEAN,140492.0
-118.12,34.23,147.0,3.9583,INLAND,201500.0
-117.09,32.55,4797.0,3.9583,NEAR OCEAN,179056.0
-118.16,33.91,2467.0,3.1507,<1H OCEAN,178560.0
-118.31,34.1,482.0,1.625,<1H OCEAN,83700.0
-117.13,32.71,1472.0,1.825,NEAR OCEAN,101060.0
-116.17,33.53,1978.0,2.1287,INLAND,72664.0
-121.98,37.96,1420.0,3.65,INLAND,253084.0
-117.85,33.73,3328.0,2.4539,<1H OCEAN,142600.0
-122.02,37.55,909.0,4.5687,NEAR BAY,219728.0
-117.23,32.81,1083.0,8.1844,NEAR OCEAN,503812.0
-121.47,38.48,1745.0,2.6382,INLAND,94488.0
-117.19,32.84,1250.0,5.5277,NEAR OCEAN,244404.0
-117.12,32.73,887.0,3.5156,NEAR OCEAN,209312.0
-117.13,33.14,993.0,4.8526,<1H OCEAN,211668.0
-120.61,35.12,823.0,2.6974,<1H OCEAN,205096.0
-118.01,34.08,1969.0,3.6531,INLAND,206212.0
-121.92,37.26,762.0,4.5208,<1H OCEAN,286068.0
-121.42,38.47,3422.0,2.3343,INLAND,121272.0
-118.42,33.97,562.0,4.9375,<1H OCEAN,452848.0
-120.97,37.66,799.0,3.1286,INLAND,170500.0
-117.17,32.8,1822.0,3.4706,NEAR OCEAN,195424.0
-117.48,33.94,1046.0,3.1985,INLAND,145452.0
-118.15,34.12,742.0,3.8529,<1H OCEAN,434000.0
-116.96,32.87,2531.0,4.8286,<1H OCEAN,196540.0
-118.9,34.18,539.0,5.8652,<1H OCEAN,375224.0
-121.93,37.05,306.0,6.4214,<1H OCEAN,422344.0
-117.71,33.61,669.0,2.3438,<1H OCEAN,89652.0
-122.59,38.56,721.0,4.65,<1H OCEAN,303800.0
-118.91,35.27,1344.0,2.0921,INLAND,76136.0
-118.13,34.19,1015.0,2.92,INLAND,300328.0
-122.45,37.76,979.0,4.6912,NEAR BAY,620001.24
-117.56,33.88,1052.0,2.0682,INLAND,140120.0
-118.22,34.05,1668.0,1.0714,<1H OCEAN,170500.0
-118.17,34.61,978.0,7.1381,INLAND,362328.0
-121.44,38.69,1512.0,3.1942,INLAND,117676.0
-119.19,34.21,2223.0,3.8239,NEAR OCEAN,258168.0
-117.93,34.12,266.0,3.5385,INLAND,166656.0
-118.3,34.05,1605.0,1.721,<1H OCEAN,265732.0
-119.82,36.77,646.0,3.0568,INLAND,88412.0
-121.59,39.15,938.0,2.0474,INLAND,76012.0
-118.21,34.12,1127.0,3.4625,<1H OCEAN,215636.0
-122.63,38.25,1707.0,3.7115,<1H OCEAN,225556.0
-118.25,34.1,1935.0,3.7184,<1H OCEAN,343852.0
-122.33,37.53,769.0,4.0417,NEAR OCEAN,568540.0
-117.35,33.99,89.0,2.6071,INLAND,139500.0
-117.97,33.89,764.0,5.1315,<1H OCEAN,225432.0
-118.09,34.06,1163.0,2.2083,<1H OCEAN,230144.0
-118.24,34.08,86.0,4.9844,<1H OCEAN,232500.0
-121.74,37.19,881.0,4.2039,<1H OCEAN,620001.24
-117.17,34.25,703.0,3.5625,INLAND,205220.0
-118.13,34.09,1936.0,2.2214,<1H OCEAN,271560.0
-118.27,33.94,877.0,1.5268,<1H OCEAN,113584.0
-123.32,40.43,131.0,0.4999,INLAND,70308.0
-118.14,34.17,1716.0,2.7201,<1H OCEAN,255068.0
-122.35,37.93,1048.0,1.7865,NEAR BAY,109120.0
-122.27,37.86,849.0,2.6914,NEAR BAY,271312.0
-118.03,33.94,889.0,4.3542,<1H OCEAN,222952.0
-122.33,37.96,819.0,3.9118,NEAR BAY,160456.0
-119.15,34.3,1269.0,2.98,NEAR OCEAN,321408.0
-118.48,33.99,1107.0,2.5523,<1H OCEAN,480500.0
-122.3,40.45,694.0,1.6579,INLAND,84940.0
-119.82,37.57,643.0,2.662,INLAND,114576.0
-118.65,34.18,1016.0,4.925,<1H OCEAN,297972.0
-119.01,35.37,568.0,1.7321,INLAND,104656.0
-118.2,33.96,1190.0,2.8371,<1H OCEAN,200012.0
-117.21,34.14,811.0,5.2591,INLAND,174468.0
-118.52,34.44,519.0,5.3209,<1H OCEAN,229400.0
-120.09,39.4,171.0,2.125,INLAND,104036.0
-121.45,38.7,1141.0,3.9853,INLAND,112096.0
-117.96,33.86,1283.0,3.3516,<1H OCEAN,235600.0
-117.94,33.91,3946.0,5.6441,<1H OCEAN,388120.0
-119.31,36.62,1544.0,1.7292,INLAND,64480.0
-121.26,38.09,525.0,2.0625,INLAND,192200.0
-122.02,37.31,1230.0,6.3197,<1H OCEAN,421724.0
-117.07,32.76,880.0,2.5125,NEAR OCEAN,218984.0
-117.95,34.03,1517.0,3.3389,<1H OCEAN,195796.0
-118.5,34.21,817.0,5.5675,<1H OCEAN,267716.0
-118.18,33.79,1896.0,2.0186,NEAR OCEAN,161200.0
-119.02,34.24,2374.0,5.8838,<1H OCEAN,288424.0
-118.24,33.95,390.0,1.6513,<1H OCEAN,111848.0
-122.47,37.76,1179.0,4.4946,NEAR BAY,444664.0
-116.93,32.83,1463.0,3.944,<1H OCEAN,213900.0
-122.01,38.27,4758.0,4.0619,INLAND,156984.0
-122.21,37.78,779.0,3.0536,NEAR BAY,170500.0
-119.71,34.4,748.0,4.2283,NEAR OCEAN,405232.0
-119.76,36.83,1888.0,4.0196,INLAND,104408.0
-118.11,34.15,1186.0,3.6474,<1H OCEAN,228284.0
-116.44,34.16,758.0,2.8929,INLAND,121644.0
-117.19,32.82,945.0,4.9219,NEAR OCEAN,239196.0
-119.17,34.17,1378.0,4.0074,NEAR OCEAN,233120.0
-121.8,36.94,1669.0,2.8214,<1H OCEAN,235724.0
-122.91,39.03,723.0,1.3532,INLAND,118792.0
-122.04,37.59,1116.0,5.3428,NEAR BAY,302064.0
-122.19,37.78,496.0,5.2328,NEAR BAY,216008.0
-118.27,34.07,1795.0,1.7016,<1H OCEAN,198400.0
-118.36,34.08,1265.0,3.3864,<1H OCEAN,493396.0
-120.55,38.46,435.0,3.2031,INLAND,160208.0
-116.47,33.81,6274.0,2.4497,INLAND,112716.0
-118.45,34.18,1021.0,3.6019,<1H OCEAN,279000.0
-121.29,38.03,1629.0,2.2672,INLAND,112964.0
-120.84,37.92,195.0,3.3333,INLAND,258292.0
-117.98,33.93,1520.0,6.2924,<1H OCEAN,288300.0
-116.86,34.23,309.0,5.4618,INLAND,183272.0
-118.25,34.11,99.0,3.4375,<1H OCEAN,210800.0
-118.04,33.97,2313.0,2.5686,<1H OCEAN,220100.0
-118.33,34.1,691.0,2.1866,<1H OCEAN,310000.0
-117.98,33.94,1222.0,4.0985,<1H OCEAN,280488.0
-117.84,33.6,1443.0,9.0519,<1H OCEAN,620001.24
-118.35,34.03,1334.0,1.89,<1H OCEAN,153760.0
-121.87,37.22,725.0,7.6933,<1H OCEAN,503316.0
-121.98,37.36,814.0,4.6719,<1H OCEAN,312604.0
-121.9,38.01,2356.0,3.5129,INLAND,137144.0
-119.27,34.45,679.0,5.0,<1H OCEAN,443796.0
-121.27,38.66,678.0,6.1872,INLAND,233988.0
-121.21,37.8,971.0,2.6053,INLAND,123008.0
-118.25,34.08,2104.0,2.6136,<1H OCEAN,209808.0
-121.42,38.72,1932.0,3.0903,INLAND,113956.0
-119.82,36.78,761.0,2.6055,INLAND,85808.0
-122.34,37.57,876.0,8.2598,NEAR OCEAN,620001.24
-118.4,34.01,618.0,5.4035,<1H OCEAN,441812.0
-121.29,38.65,1340.0,3.8816,INLAND,182652.0
-122.35,37.58,1081.0,4.0855,NEAR OCEAN,509392.0
-118.1,33.76,1879.0,5.6051,NEAR OCEAN,331576.0
-121.51,38.56,1320.0,1.0649,INLAND,170500.0
-118.14,34.7,1071.0,1.2532,INLAND,126604.0
-121.91,37.44,799.0,5.0808,<1H OCEAN,263500.0
-118.85,34.23,2230.0,6.4823,<1H OCEAN,360716.0
-118.3,33.88,885.0,3.2574,<1H OCEAN,242172.0
-121.99,36.96,451.0,4.7321,NEAR OCEAN,523776.0
-121.8,37.35,1562.0,5.2297,<1H OCEAN,239072.0
-121.59,39.75,481.0,2.2,INLAND,100192.0
-118.3,34.19,1924.0,3.5083,<1H OCEAN,348316.0
-118.19,34.05,1084.0,2.7708,<1H OCEAN,158596.0
-118.16,33.92,1134.0,4.4881,<1H OCEAN,271436.0
-122.25,37.87,266.0,5.2289,NEAR BAY,476904.0
-117.28,32.84,1015.0,3.7596,NEAR OCEAN,472812.0
-117.1,32.68,837.0,2.0488,NEAR OCEAN,110236.0
-118.12,33.91,491.0,4.6389,<1H OCEAN,215512.0
