longitude,latitude,population_range,ocean_proximity,land_value
-118.06,33.98,0-2000,<1H OCEAN,217912.20157142857
-121.03,39.14,0-2000,INLAND,205051.36
-119.71,36.79,0-2000,INLAND,98768.81066666666
-117.69,34.0,0-2000,INLAND,251786.96
-122.01,37.59,0-2000,NEAR BAY,238786.01466666666
-115.88,32.93,0-2000,INLAND,94252.60666666667
-121.74,39.15,0-2000,INLAND,117718.16
-117.3,34.13,0-2000,INLAND,84409.06742857143
-117.95,33.85,2000-4000,<1H OCEAN,224370.2293333333
-122.35,37.93,0-2000,NEAR BAY,151859.87419047617
-120.72,37.38,0-2000,INLAND,90569.6
-121.09,37.56,0-2000,INLAND,152218.68
-120.33,37.97,0-2000,INLAND,180640.72
-117.34,33.94,2000-4000,INLAND,257497.16
-119.91,34.4,0-2000,NEAR OCEAN,444506.706
-121.59,39.1,0-2000,INLAND,113934.92
-119.83,36.79,0-2000,INLAND,90788.53233333332
-116.92,32.81,0-2000,<1H OCEAN,170502.48
-121.93,37.27,0-2000,<1H OCEAN,339826.40790476196
-118.46,34.07,0-2000,<1H OCEAN,611321.1790333339
-120.98,37.64,0-2000,INLAND,141986.07599999997
-121.76,37.7,0-2000,INLAND,248406.32733333332
-122.06,37.67,0-2000,NEAR BAY,272791.878
-122.77,38.33,0-2000,<1H OCEAN,284427.17
-117.21,34.12,0-2000,INLAND,122017.86
-117.66,34.14,0-2000,INLAND,403410.44
-120.89,37.21,0-2000,INLAND,127549.16933333334
-120.4,34.85,0-2000,<1H OCEAN,305084.2266666667
-118.33,33.89,0-2000,<1H OCEAN,277549.4066666666
-121.89,37.28,2000-4000,<1H OCEAN,407278.2066666667
-118.35,33.89,2000-4000,<1H OCEAN,265715.2806666667
-122.66,38.81,0-2000,INLAND,122257.8
-117.76,33.53,0-2000,<1H OCEAN,510645.02
-117.9,33.74,0-2000,<1H OCEAN,194047.49666666664
-118.3,33.88,0-2000,<1H OCEAN,290452.3831428571
-118.87,35.65,0-2000,INLAND,132815.16
-119.28,36.35,2000-4000,INLAND,73912.06
-117.31,32.98,0-2000,NEAR OCEAN,424691.41919999995
-119.83,34.45,0-2000,NEAR OCEAN,369599.8973333333
-121.26,37.98,0-2000,INLAND,84032.27866666667
-122.3,38.3,0-2000,NEAR BAY,190346.11733333336
-118.34,33.88,0-2000,<1H OCEAN,291963.6232121212
-117.13,32.8,0-2000,NEAR OCEAN,180914.05733333333
-117.5,33.92,0-2000,INLAND,184319.8
-118.2,34.02,2000-4000,<1H OCEAN,175936.84347619046
-118.28,33.99,0-2000,<1H OCEAN,124615.4680952381
-121.94,37.83,0-2000,INLAND,578987.9300000004
-122.19,37.8,0-2000,NEAR BAY,314548.87799999997
-118.25,33.9,0-2000,<1H OCEAN,127226.86430158731
-118.25,33.79,0-2000,NEAR OCEAN,167970.803
-121.06,38.88,2000-4000,INLAND,172533.6
-122.19,39.53,0-2000,INLAND,99434.36
-117.2,32.83,0-2000,NEAR OCEAN,206429.93
-117.86,33.79,2000-4000,<1H OCEAN,236252.3226666667
-124.01,40.89,0-2000,<1H OCEAN,143177.84
-120.2,34.61,0-2000,NEAR OCEAN,351515.5347999999
-120.97,37.63,2000-4000,INLAND,127292.2
-121.62,37.09,0-2000,<1H OCEAN,421518.16
-117.17,32.81,0-2000,NEAR OCEAN,224939.22399999996
-117.09,32.76,0-2000,NEAR OCEAN,219102.09130158732
-122.24,37.81,0-2000,NEAR BAY,365782.67838095233
-121.34,38.58,0-2000,INLAND,249539.46
-118.28,34.03,2000-4000,<1H OCEAN,283781.40457142843
-121.88,37.41,2000-4000,<1H OCEAN,328563.48629437224
-117.11,33.15,2000-4000,<1H OCEAN,246376.09600000002
-118.32,33.98,0-2000,<1H OCEAN,136672.03434920637
-122.05,37.31,2000-4000,<1H OCEAN,545508.1160000002
-122.3,38.28,0-2000,NEAR BAY,172876.7152467532
-121.43,38.62,0-2000,INLAND,81134.91533333334
-123.23,39.77,0-2000,INLAND,75220.78079999998
-116.95,33.79,0-2000,INLAND,98715.16
-121.01,37.7,4000-6000,INLAND,196502.49
-121.2,38.36,0-2000,INLAND,244051.84
-118.15,33.92,0-2000,<1H OCEAN,217506.33923809533
-122.08,37.39,0-2000,NEAR BAY,416640.26866666676
-121.24,37.96,0-2000,INLAND,74807.25733333333
-118.02,33.77,0-2000,<1H OCEAN,245850.46
-121.3,38.14,0-2000,INLAND,161092.82266666665
-118.27,33.99,0-2000,<1H OCEAN,124436.86971428571
-119.95,37.47,0-2000,INLAND,130622.84
-122.04,38.25,0-2000,INLAND,118284.09599999999
-121.84,37.4,0-2000,<1H OCEAN,303120.08438095235
-117.91,33.87,0-2000,<1H OCEAN,212348.89187301585
-117.94,33.88,0-2000,<1H OCEAN,411308.78946666676
-119.01,35.44,0-2000,INLAND,92312.78314285714
-121.44,39.5,0-2000,INLAND,115725.48
-122.25,40.15,0-2000,INLAND,70428.28
-118.16,33.84,0-2000,<1H OCEAN,266306.2528571429
-118.3,33.89,0-2000,<1H OCEAN,275122.305952381
-117.66,33.46,0-2000,<1H OCEAN,389015.94959999993
-118.32,34.11,0-2000,<1H OCEAN,517407.0128
-122.68,38.44,0-2000,<1H OCEAN,218057.596
-121.84,39.73,0-2000,INLAND,126767.55600000001
-121.26,37.93,2000-4000,INLAND,71823.79666666668
-118.19,34.05,0-2000,<1H OCEAN,155548.6964695305
-117.74,34.07,0-2000,INLAND,174807.2226666667
-121.62,39.15,0-2000,INLAND,90187.47333333333
-118.92,35.38,0-2000,INLAND,120876.48133333334
-122.72,38.42,0-2000,<1H OCEAN,184036.767047619
-122.01,38.25,0-2000,INLAND,173894.70666666664
-118.18,33.83,0-2000,NEAR OCEAN,402729.2961904762
-119.78,34.45,0-2000,NEAR OCEAN,510508.0
-118.29,34.09,2000-4000,<1H OCEAN,228849.61566666665
-122.47,37.78,0-2000,NEAR BAY,493077.8286460316
-122.36,37.94,0-2000,NEAR BAY,109739.33719047617
-117.68,33.51,0-2000,<1H OCEAN,303285.60666666663
-117.61,33.42,0-2000,NEAR OCEAN,320812.0146666667
-121.9,37.67,0-2000,<1H OCEAN,503639.00346666673
-118.14,33.77,0-2000,NEAR OCEAN,492601.09504761896
-122.42,37.77,0-2000,NEAR BAY,310975.77209047624
-118.12,34.0,2000-4000,<1H OCEAN,208914.62133333329
-121.43,38.58,0-2000,INLAND,183101.29333333336
-118.17,33.96,4000-6000,<1H OCEAN,184038.9606666667
-122.13,37.72,0-2000,NEAR BAY,332547.9621904762
-118.3,33.97,0-2000,<1H OCEAN,138880.93
-121.87,37.41,0-2000,<1H OCEAN,358398.62009523803
-123.36,39.01,0-2000,<1H OCEAN,159486.32
-122.41,37.8,2000-4000,NEAR BAY,519794.4402689047
-121.99,36.99,0-2000,NEAR OCEAN,273287.38200000004
-119.05,35.42,0-2000,INLAND,87200.00333333333
-116.9,34.25,0-2000,INLAND,210677.24
-118.35,33.99,0-2000,<1H OCEAN,253664.11333333337
-122.04,36.95,0-2000,NEAR OCEAN,250917.5507301588
-122.01,36.95,0-2000,NEAR OCEAN,366578.01733333326
-122.02,37.95,0-2000,NEAR BAY,298994.628
-118.05,33.87,2000-4000,<1H OCEAN,374192.7333333333
-116.93,32.79,0-2000,<1H OCEAN,195174.65666666665
-117.22,34.12,0-2000,INLAND,105194.16
-119.83,36.79,2000-4000,INLAND,85141.66533333335
-118.28,33.96,0-2000,<1H OCEAN,122613.66555122653
-119.71,36.82,0-2000,INLAND,102986.34
-118.27,33.96,0-2000,<1H OCEAN,113863.14761904761
-118.26,33.89,0-2000,<1H OCEAN,145089.0342857143
-122.48,37.74,0-2000,NEAR OCEAN,404436.5364079366
-118.08,34.12,0-2000,<1H OCEAN,406458.7981333334
-118.0,33.81,0-2000,<1H OCEAN,217787.1628253968
-118.2,33.98,0-2000,<1H OCEAN,203423.55
-118.3,34.01,0-2000,<1H OCEAN,144408.56066666666
-122.44,37.76,0-2000,NEAR BAY,479085.05415714293
-117.94,33.62,0-2000,<1H OCEAN,610987.2455866671
-121.48,38.53,0-2000,INLAND,100609.57
-117.32,34.1,0-2000,INLAND,79263.9
-122.1,37.89,0-2000,NEAR BAY,407455.94
-117.97,33.92,0-2000,<1H OCEAN,283401.37999999995
-118.3,34.06,2000-4000,<1H OCEAN,297818.81866666663
-117.91,33.72,2000-4000,<1H OCEAN,235661.07
-118.33,34.04,0-2000,<1H OCEAN,266013.90366666665
-121.47,38.55,0-2000,INLAND,79563.86780952381
-117.82,33.68,0-2000,<1H OCEAN,437399.6914666668
-117.94,33.82,0-2000,<1H OCEAN,258225.89028571418
-122.28,37.86,0-2000,NEAR BAY,203507.53119191917
-117.64,33.45,0-2000,NEAR OCEAN,364187.27666666673
-122.13,39.0,2000-4000,INLAND,89685.48
-118.44,34.2,0-2000,<1H OCEAN,283554.6233333333
-119.58,36.77,0-2000,INLAND,169670.85333333336
-118.28,33.99,0-2000,<1H OCEAN,124615.4680952381
-121.4,38.55,0-2000,INLAND,212464.49333333335
-118.21,33.84,0-2000,<1H OCEAN,208813.62333333335
-119.01,35.36,0-2000,INLAND,69805.78523809524
-117.63,34.02,2000-4000,INLAND,270499.8
-118.18,33.77,0-2000,NEAR OCEAN,196105.42799855702
-118.32,34.02,0-2000,<1H OCEAN,196520.32962770565
-121.49,38.53,0-2000,INLAND,114542.31333333335
-120.39,38.0,0-2000,INLAND,160773.44
-118.21,34.05,0-2000,<1H OCEAN,158676.94838095232
-118.22,33.94,0-2000,<1H OCEAN,177796.31992063494
-118.19,33.91,0-2000,<1H OCEAN,152978.01466666666
-118.41,34.01,0-2000,<1H OCEAN,393417.7523809525
-118.12,34.14,0-2000,<1H OCEAN,529735.2705333334
-122.34,37.57,0-2000,NEAR OCEAN,595610.3159999996
-122.53,38.32,0-2000,<1H OCEAN,235714.90666666665
-121.62,36.43,0-2000,<1H OCEAN,284601.08
-117.87,33.72,2000-4000,<1H OCEAN,217030.58666666673
-120.69,35.52,0-2000,<1H OCEAN,228835.65533333336
-121.87,37.66,0-2000,INLAND,296312.7146666667
-117.73,33.51,0-2000,<1H OCEAN,575150.1052000003
-121.99,37.33,0-2000,<1H OCEAN,354863.28266666667
-122.01,37.06,2000-4000,NEAR OCEAN,387820.33333333326
-119.64,37.61,0-2000,INLAND,156266.04
-117.23,32.75,0-2000,NEAR OCEAN,196485.83414285711
-117.16,32.89,4000-6000,<1H OCEAN,266695.48
-117.98,33.76,0-2000,<1H OCEAN,219550.9634285714
-118.07,34.11,0-2000,<1H OCEAN,356372.28
-122.45,37.78,0-2000,NEAR BAY,532507.7479492931
-122.22,38.08,0-2000,NEAR BAY,117721.57
-118.25,34.0,0-2000,<1H OCEAN,128669.27314285716
-121.96,36.99,0-2000,NEAR OCEAN,331536.73333333334
-118.28,34.25,0-2000,<1H OCEAN,220709.7493333333
-118.38,34.3,0-2000,<1H OCEAN,238843.63333333333
-118.37,34.08,0-2000,<1H OCEAN,489240.098749939
-121.33,38.7,0-2000,INLAND,151673.04161904764
-118.08,34.14,0-2000,INLAND,363283.57499999995
-122.26,38.16,0-2000,NEAR BAY,144146.01428571428
-118.43,34.29,0-2000,<1H OCEAN,191631.04666666663
-122.44,37.76,0-2000,NEAR BAY,479085.05415714293
-120.86,37.77,0-2000,INLAND,126955.61085714285
-117.89,33.82,0-2000,<1H OCEAN,219167.31333333332
-121.37,38.6,0-2000,INLAND,218793.1433333333
-118.14,33.95,0-2000,<1H OCEAN,355069.75152380957
-122.07,37.66,2000-4000,NEAR BAY,209680.59
-118.56,34.41,6000-8000,<1H OCEAN,381641.0
-121.88,37.27,2000-4000,<1H OCEAN,319726.25
-122.2,37.77,0-2000,NEAR BAY,125384.29171428572
-118.34,34.17,0-2000,<1H OCEAN,305369.52999999997
-122.43,37.61,4000-6000,NEAR OCEAN,346726.1133333333
-117.99,33.68,0-2000,<1H OCEAN,272831.71053968254
-121.91,37.33,0-2000,<1H OCEAN,318187.038
-118.32,33.88,0-2000,<1H OCEAN,344567.95828571427
-122.05,37.97,0-2000,NEAR BAY,191949.9717142857
-122.2,39.75,0-2000,INLAND,98634.54759999999
-123.85,39.42,0-2000,<1H OCEAN,137850.21542857142
-118.9,34.2,2000-4000,<1H OCEAN,390224.6643999999
-120.86,37.6,0-2000,INLAND,194722.16
-122.26,38.57,0-2000,INLAND,281356.0
-118.36,33.9,0-2000,<1H OCEAN,275188.5972380952
-117.57,33.9,2000-4000,INLAND,213173.36
-119.69,34.43,0-2000,<1H OCEAN,396248.28119047615
-121.92,36.56,0-2000,NEAR OCEAN,495565.76543333323
-121.47,38.61,0-2000,INLAND,86451.28444444443
-118.4,34.1,0-2000,<1H OCEAN,610658.4967866672
-119.87,36.83,2000-4000,INLAND,149678.80866666665
-120.42,34.94,0-2000,<1H OCEAN,197552.90580952383
-121.27,38.05,0-2000,INLAND,154281.21333333335
-118.15,33.85,0-2000,<1H OCEAN,269344.16133333335
-122.2,37.9,0-2000,NEAR BAY,552672.3772000002
-118.16,33.78,0-2000,NEAR OCEAN,276682.69685714284
-122.38,37.59,0-2000,NEAR OCEAN,573684.2197142858
-118.2,33.9,0-2000,<1H OCEAN,132899.82444444444
-118.23,33.91,0-2000,<1H OCEAN,109282.55563492062
-121.4,38.63,0-2000,INLAND,165365.57333333333
-121.82,37.81,2000-4000,INLAND,392429.1364
-118.29,34.08,2000-4000,<1H OCEAN,241230.26133333336
-118.55,34.17,0-2000,<1H OCEAN,537531.8694380954
-117.85,33.81,0-2000,<1H OCEAN,297861.392
-117.83,33.81,0-2000,<1H OCEAN,306272.0433333333
-122.47,37.74,0-2000,NEAR BAY,526791.8023171426
-120.18,34.75,0-2000,<1H OCEAN,310410.4896
-116.99,33.2,0-2000,<1H OCEAN,373775.79159999994
-121.76,38.55,6000-8000,INLAND,247607.6433333333
-118.36,33.86,0-2000,<1H OCEAN,392273.07
-119.72,36.32,0-2000,INLAND,83983.66476190476
-117.12,32.59,0-2000,NEAR OCEAN,184595.7
-122.26,37.54,0-2000,NEAR BAY,465033.6913609524
-117.58,34.1,2000-4000,INLAND,166471.38466666668
-122.2,37.47,0-2000,NEAR BAY,342486.40866666666
-116.9,34.69,0-2000,INLAND,123116.23133333334
-120.84,38.81,0-2000,INLAND,196356.48
-117.37,33.97,2000-4000,INLAND,172756.63466666668
-117.02,32.71,2000-4000,NEAR OCEAN,150624.66
-118.21,33.92,0-2000,<1H OCEAN,156811.11300000004
-121.64,40.9,0-2000,INLAND,77687.24
-117.23,32.86,0-2000,NEAR OCEAN,214930.49668571432
-122.92,38.97,0-2000,<1H OCEAN,135493.56
-118.36,34.09,0-2000,<1H OCEAN,364730.563008214
-117.9,33.74,0-2000,<1H OCEAN,194047.49666666664
-121.02,39.27,0-2000,INLAND,184515.72
-122.19,37.76,0-2000,NEAR BAY,96632.24342857141
-122.15,37.67,0-2000,NEAR BAY,240377.65947619043
-119.18,34.16,0-2000,NEAR OCEAN,230958.7213333334
-122.53,37.93,0-2000,NEAR BAY,451547.6533333334
-117.67,33.55,0-2000,<1H OCEAN,261376.42973333335
-119.85,36.82,0-2000,INLAND,137227.67047619045
-118.57,34.15,2000-4000,<1H OCEAN,550758.7472000002
-117.88,33.83,0-2000,<1H OCEAN,284628.236
-118.33,34.1,2000-4000,<1H OCEAN,329801.30255238083
-117.8,33.75,0-2000,<1H OCEAN,339792.55413333327
-117.2,34.26,0-2000,INLAND,186136.4
-117.68,33.65,4000-6000,<1H OCEAN,332484.672
-119.7,36.82,0-2000,INLAND,98198.70000000001
-118.37,34.04,0-2000,<1H OCEAN,270653.309047619
-121.63,39.18,0-2000,INLAND,117817.42199999999
-118.97,35.38,0-2000,INLAND,65095.990666666665
-121.75,39.4,0-2000,INLAND,97223.44
-122.32,37.55,0-2000,NEAR OCEAN,565073.9758109527
-117.94,33.93,0-2000,<1H OCEAN,210868.46276190475
-119.42,36.35,0-2000,INLAND,93415.4
-122.31,38.0,0-2000,NEAR BAY,225647.14
-119.96,38.94,0-2000,INLAND,151401.1066666667
-117.04,34.0,2000-4000,INLAND,144481.08
-117.9,33.71,0-2000,<1H OCEAN,274098.28
-122.46,37.88,0-2000,NEAR BAY,559802.7678000004
-118.34,34.19,0-2000,<1H OCEAN,267147.2075714286
-118.36,34.2,0-2000,<1H OCEAN,224093.42
-118.18,34.02,0-2000,<1H OCEAN,173787.49095238093
-119.83,36.8,0-2000,INLAND,99476.35466666665
-118.13,33.84,0-2000,<1H OCEAN,279669.6856190477
-122.71,38.43,0-2000,<1H OCEAN,210500.80866666668
-119.72,34.43,0-2000,<1H OCEAN,364953.21876190475
-117.88,34.12,0-2000,<1H OCEAN,201581.55361904763
-117.23,32.74,0-2000,NEAR OCEAN,316295.3678095239
-122.46,37.66,2000-4000,NEAR OCEAN,322308.24
-121.96,37.23,0-2000,<1H OCEAN,539536.2884
-117.14,33.16,0-2000,<1H OCEAN,236315.48
-121.29,37.87,0-2000,INLAND,233356.468
-116.05,34.12,0-2000,INLAND,83952.96
-118.3,33.89,0-2000,<1H OCEAN,275122.305952381
-122.38,37.58,0-2000,NEAR OCEAN,587843.7144666668
-122.26,37.83,0-2000,NEAR BAY,209749.8704372295
-117.46,34.1,0-2000,INLAND,128539.64
-121.92,37.33,0-2000,<1H OCEAN,364122.649047619
-122.07,37.69,0-2000,NEAR BAY,244165.889
-119.84,36.85,0-2000,INLAND,277452.3766666667
-116.52,33.81,2000-4000,INLAND,177518.4
-122.68,38.07,0-2000,NEAR OCEAN,351137.0
-121.67,36.67,0-2000,<1H OCEAN,243726.81828571428
-118.21,33.95,0-2000,<1H OCEAN,201525.0155238095
-121.98,37.28,0-2000,<1H OCEAN,339978.9633333334
-117.93,33.84,0-2000,<1H OCEAN,292707.1784761904
-118.78,34.16,12000-14000,NEAR OCEAN,448133.52413333335
-122.3,37.9,0-2000,NEAR BAY,274895.2575238095
-119.23,34.42,0-2000,<1H OCEAN,362391.24
-122.53,41.81,0-2000,INLAND,81135.68
-122.01,37.39,0-2000,<1H OCEAN,288900.16
-122.34,37.94,0-2000,NEAR BAY,176721.4697142857
-121.62,36.71,2000-4000,<1H OCEAN,184029.64
-118.1,33.84,0-2000,<1H OCEAN,274196.5785396825
-122.5,37.75,0-2000,NEAR OCEAN,343167.51507936494
-118.12,34.68,2000-4000,INLAND,152087.62233333333
-117.31,33.24,0-2000,<1H OCEAN,140230.36
-120.79,37.08,0-2000,INLAND,137031.16
-121.87,37.34,0-2000,<1H OCEAN,351458.30466666666
-117.79,33.77,0-2000,<1H OCEAN,502501.7250666667
-122.52,37.96,0-2000,NEAR BAY,502406.8100933335
-118.3,33.87,0-2000,<1H OCEAN,292404.0486666666
-118.05,34.06,0-2000,<1H OCEAN,185427.82266666665
-118.21,34.14,0-2000,<1H OCEAN,256714.61666666667
-117.98,33.78,0-2000,<1H OCEAN,253933.44133333332
-117.15,34.04,0-2000,INLAND,232438.55800000005
-118.11,33.81,0-2000,<1H OCEAN,292956.3653333333
-118.48,34.21,2000-4000,<1H OCEAN,234159.05799999996
-118.17,33.82,0-2000,NEAR OCEAN,286037.99199999997
-121.22,38.4,0-2000,INLAND,253134.84
-118.19,34.12,2000-4000,<1H OCEAN,203671.47323809526
-117.71,34.08,0-2000,INLAND,165657.8
-118.08,33.85,0-2000,<1H OCEAN,284197.2090476191
-118.4,33.87,0-2000,<1H OCEAN,594932.8843371425
-117.4,34.04,0-2000,INLAND,139648.8
-123.5,39.67,0-2000,INLAND,78342.95199999999
-120.67,37.37,0-2000,INLAND,136931.96
-121.48,38.54,0-2000,INLAND,112434.60561904762
-122.18,37.45,0-2000,NEAR BAY,601792.0466666671
-117.01,32.76,0-2000,<1H OCEAN,230405.18238095235
-118.36,33.93,2000-4000,<1H OCEAN,253712.78038095243
-122.71,38.34,0-2000,<1H OCEAN,197571.68
-118.51,34.2,0-2000,<1H OCEAN,279249.4806190476
-118.56,34.18,0-2000,<1H OCEAN,532804.4772
-122.09,37.35,0-2000,NEAR BAY,620001.2400000006
-119.01,36.05,0-2000,INLAND,61885.61
-117.4,34.08,2000-4000,INLAND,142428.88
-118.41,34.24,0-2000,<1H OCEAN,222145.91733333335
-117.9,33.74,0-2000,<1H OCEAN,194047.49666666664
-117.92,34.09,0-2000,<1H OCEAN,203811.67836507942
-122.28,37.52,0-2000,NEAR OCEAN,473448.8061333333
-117.22,33.14,2000-4000,NEAR OCEAN,219456.60533333334
-122.41,37.75,0-2000,NEAR BAY,309970.5093376623
-122.47,37.76,0-2000,NEAR BAY,439231.0615173161
-118.24,33.93,0-2000,<1H OCEAN,110779.50971428571
-118.32,34.04,0-2000,<1H OCEAN,206856.84723809513
-120.27,37.12,0-2000,INLAND,77793.88
-121.07,39.15,2000-4000,INLAND,196869.84
-122.27,37.82,0-2000,NEAR BAY,151975.96082539682
-120.43,37.35,0-2000,INLAND,133178.48
-122.47,37.79,0-2000,NEAR BAY,615542.1876000005
-122.31,37.91,0-2000,NEAR BAY,237936.84495238098
-118.14,33.76,0-2000,NEAR OCEAN,509708.20590476185
-121.9,37.37,0-2000,<1H OCEAN,283104.5234095238
-118.01,33.84,2000-4000,<1H OCEAN,258343.212
-117.7,33.57,0-2000,<1H OCEAN,273576.2317333333
-119.94,38.95,0-2000,INLAND,206454.48200000002
-121.82,37.26,0-2000,<1H OCEAN,299034.9088095238
-121.24,38.78,0-2000,INLAND,202797.04
-122.42,37.77,0-2000,NEAR BAY,310975.77209047624
-122.3,37.9,0-2000,NEAR BAY,274895.2575238095
-118.15,33.78,0-2000,NEAR OCEAN,332863.52359047614
-117.88,33.87,0-2000,<1H OCEAN,203452.66933333332
-118.51,33.98,0-2000,<1H OCEAN,592484.6816866668
-121.5,38.34,0-2000,INLAND,139466.23066666667
-117.94,33.81,0-2000,<1H OCEAN,289844.6975238095
-118.18,33.92,2000-4000,<1H OCEAN,171452.6093333333
-122.33,40.6,2000-4000,INLAND,134502.8
-121.42,38.53,0-2000,INLAND,91957.36666666665
-118.19,33.83,0-2000,NEAR OCEAN,481408.1346666666
-122.69,38.27,0-2000,<1H OCEAN,365456.52
-118.3,34.02,2000-4000,<1H OCEAN,176708.30386666665
-117.77,33.67,0-2000,<1H OCEAN,242328.9205238095
-117.98,33.9,0-2000,<1H OCEAN,401491.91790476197
-122.28,37.81,0-2000,NEAR BAY,148024.01026073928
-118.76,34.26,0-2000,<1H OCEAN,276649.1666666667
-117.94,33.89,0-2000,<1H OCEAN,476527.95760000014
-121.27,38.75,0-2000,INLAND,124452.6
-119.31,36.34,2000-4000,INLAND,71855.10666666667
-117.11,32.73,0-2000,NEAR OCEAN,136404.092
-118.17,34.05,0-2000,<1H OCEAN,156048.77133333334
-120.41,36.77,0-2000,INLAND,98817.66666666669
-118.04,34.1,0-2000,INLAND,307197.3244444444
-117.87,33.99,2000-4000,<1H OCEAN,309127.7485714286
-118.19,33.8,0-2000,NEAR OCEAN,204764.71333333332
-120.19,36.61,0-2000,INLAND,87503.08
-122.42,37.74,0-2000,NEAR BAY,330312.4065224775
-117.65,33.48,0-2000,<1H OCEAN,490740.11840000004
-122.03,37.55,4000-6000,NEAR BAY,286073.58
-117.98,33.94,2000-4000,<1H OCEAN,276195.0786666667
-122.41,37.76,2000-4000,NEAR BAY,319018.10961904755
-118.06,34.12,0-2000,INLAND,345797.02680000005
-122.08,37.04,0-2000,NEAR OCEAN,300519.7866666667
-118.41,34.02,2000-4000,<1H OCEAN,312385.24333333335
-121.46,38.66,0-2000,INLAND,117876.88
-121.1,39.15,0-2000,INLAND,190399.52
-118.32,33.83,2000-4000,<1H OCEAN,374125.36
-117.78,33.71,0-2000,<1H OCEAN,393267.55
-119.71,36.8,0-2000,INLAND,98126.60433333332
-121.92,37.31,2000-4000,<1H OCEAN,321957.73333333334
-121.28,38.7,2000-4000,INLAND,169876.28
-121.82,39.75,0-2000,INLAND,117394.21
-118.37,34.08,0-2000,<1H OCEAN,489240.098749939
-118.34,33.99,0-2000,<1H OCEAN,205573.091968254
-121.24,37.98,0-2000,INLAND,118435.39666666667
-122.31,38.27,0-2000,NEAR BAY,185812.90466666664
-122.01,37.38,0-2000,<1H OCEAN,276272.3131
-118.34,34.16,0-2000,<1H OCEAN,318791.2486666667
-120.88,38.16,0-2000,INLAND,127221.52
-117.77,33.71,0-2000,<1H OCEAN,380242.61853968253
-118.13,33.96,0-2000,<1H OCEAN,312515.1790952381
-117.05,33.02,0-2000,<1H OCEAN,215004.36761904758
-118.41,33.9,0-2000,<1H OCEAN,597859.0064000002
-122.06,37.39,0-2000,NEAR BAY,189088.8772
-122.3,37.97,0-2000,NEAR BAY,223890.41133333335
-121.81,39.71,0-2000,INLAND,159424.01
-118.35,34.09,0-2000,<1H OCEAN,347494.1531399712
-117.02,33.76,0-2000,INLAND,131554.08
-121.68,36.67,2000-4000,<1H OCEAN,239365.79733333335
-118.43,34.22,0-2000,<1H OCEAN,226463.89847619046
-117.15,34.83,2000-4000,INLAND,98674.24
-121.89,37.35,2000-4000,<1H OCEAN,267632.1573015873
-118.29,33.98,0-2000,<1H OCEAN,134438.70823809528
-122.23,37.82,0-2000,NEAR BAY,580948.9293433332
-120.83,37.07,0-2000,INLAND,123908.24
-118.04,34.09,0-2000,INLAND,272720.9086666666
-118.21,34.09,0-2000,<1H OCEAN,179006.60961904764
-117.88,33.79,0-2000,<1H OCEAN,267212.1141904762
-120.98,39.93,0-2000,INLAND,107454.68
-115.57,32.79,0-2000,INLAND,83842.12466666667
-121.51,38.49,0-2000,INLAND,197700.33
-120.04,39.24,0-2000,INLAND,180635.22857142857
-122.29,37.54,0-2000,NEAR OCEAN,367726.03309999994
-118.28,33.92,0-2000,<1H OCEAN,174075.8086666667
-121.8,39.75,2000-4000,INLAND,139380.34
-119.38,36.56,0-2000,INLAND,109297.32
-120.99,37.68,0-2000,INLAND,153222.33599999998
-121.75,37.68,0-2000,INLAND,234158.80999999997
-118.98,35.39,0-2000,INLAND,65929.808
-117.07,32.67,2000-4000,NEAR OCEAN,139501.24
-118.28,34.01,2000-4000,<1H OCEAN,170396.91879999998
-117.2,34.14,0-2000,INLAND,185541.2
-119.32,36.25,0-2000,INLAND,121831.86
-121.51,38.55,0-2000,INLAND,221533.02666666664
-114.56,33.69,0-2000,INLAND,96754.72
-118.36,34.05,0-2000,<1H OCEAN,310125.21177344886
-121.75,36.93,2000-4000,<1H OCEAN,217076.40171428572
-118.18,33.83,0-2000,NEAR OCEAN,402729.2961904762
-118.16,34.03,0-2000,<1H OCEAN,181859.89587301586
-118.65,34.27,0-2000,<1H OCEAN,312599.0772
-118.29,34.11,0-2000,<1H OCEAN,498747.93016571435
-117.3,34.05,2000-4000,INLAND,122701.1
-121.21,38.67,2000-4000,INLAND,173724.33066666668
-118.3,33.81,2000-4000,<1H OCEAN,265008.25333333336
-118.35,34.01,0-2000,<1H OCEAN,390457.276
-117.13,32.71,0-2000,NEAR OCEAN,103089.09439826838
-118.34,34.03,0-2000,<1H OCEAN,160796.01095238095
-121.9,37.28,2000-4000,<1H OCEAN,418476.95666666667
-118.5,34.21,0-2000,<1H OCEAN,259824.64000000004
-118.36,34.03,2000-4000,<1H OCEAN,143218.11638095236
-118.34,33.99,0-2000,<1H OCEAN,205573.091968254
-122.07,38.26,0-2000,INLAND,228884.9866666667
-121.95,38.43,0-2000,INLAND,207928.16
-123.2,39.16,0-2000,<1H OCEAN,150732.33333333337
-117.92,33.85,0-2000,<1H OCEAN,207747.72573015877
-117.23,33.78,2000-4000,INLAND,130882.0
-121.76,38.25,0-2000,INLAND,150892.19
-122.02,37.34,0-2000,<1H OCEAN,432937.1753333333
-119.81,36.81,0-2000,INLAND,163195.532
-122.49,37.76,0-2000,NEAR BAY,412393.9610412922
